transaction_id,customer_id,transaction_date,category,amount,channel
TXN-075-12,CUST-075,2025-03-19,Beauty,1972.9,App
TXN-075-13,CUST-075,2025-07-25,Sports,1641.57,Store
TXN-075-14,CUST-075,2025-11-27,Fashion,902.46,Store
TXN-075-15,CUST-075,2025-08-01,Fashion,1201.78,Web
TXN-076-1,CUST-076,2026-01-18,Fashion,937.15,App
TXN-076-2,CUST-076,2025-12-14,Beauty,771.45,Web
TXN-076-3,CUST-076,2025-05-13,Fashion,473.41,Web
TXN-077-1,CUST-077,2026-03-31,Home,625.13,Store
TXN-077-2,CUST-077,2026-03-31,Home,,Store
TXN-077-3,CUST-077,2026-03-31,Electronics,1599.93,Web
TXN-077-4,CUST-077,2026-03-31,Sports,927.56,App
TXN-077-5,CUST-077,2026-03-31,Home,1170.48,Store
TXN-077-6,CUST-077,2026-03-31,Beauty,958.64,App
TXN-078-1,CUST-078,2026-02-04,Sports,1601.61,Web
TXN-078-2,CUST-078,2026-03-31,Home,1458.06,App
TXN-078-3,CUST-078,2026-03-31,Electronics,846.99,App
TXN-078-4,CUST-078,2026-03-31,Fashion,1357.85,Store
TXN-078-5,CUST-078,2026-03-31,Electronics,2228.2,Store
TXN-079-1,CUST-079,2026-02-06,Home,888.05,Web
TXN-079-2,CUST-079,2025-10-27,Beauty,965.55,Store
TXN-079-3,CUST-079,2025-11-18,Electronics,1407.07,Web
TXN-079-4,CUST-079,2025-06-20,Beauty,1468.2,App
TXN-079-5,CUST-079,2025-07-31,Fashion,1533.63,Web
TXN-079-6,CUST-079,2025-04-22,Electronics,1831.47,Store
TXN-079-7,CUST-079,2025-06-16,Home,1903.19,Web
TXN-080-1,CUST-080,2025-12-06,Sports,1679.57,Store
TXN-080-2,CUST-080,2025-04-09,Fashion,,Web
TXN-080-3,CUST-080,2025-09-24,Electronics,2315.93,App
TXN-080-4,CUST-080,2025-08-05,Fashion,988.56,App
TXN-080-5,CUST-080,2026-01-07,Sports,1044.1,Store
TXN-080-6,CUST-080,2025-07-25,Beauty,999.33,App
TXN-080-7,CUST-080,2025-10-20,Sports,1948.01,Store
TXN-080-8,CUST-080,2025-07-05,Beauty,1137.19,Web
TXN-081-1,CUST-081,2025-10-26,Fashion,1590.67,Store
TXN-081-2,CUST-081,2025-12-12,Electronics,,App
TXN-081-3,CUST-081,2025-08-18,Home,1832.3,App
TXN-081-4,CUST-081,2025-10-10,Beauty,1932.04,Web
TXN-081-5,CUST-081,2026-02-23,Fashion,697.51,Store
TXN-081-6,CUST-081,2026-03-31,Home,2306.16,App
TXN-081-7,CUST-081,2025-11-30,Electronics,895.76,Store
TXN-082-1,CUST-082,2026-01-12,Home,,Store
TXN-082-2,CUST-082,2025-11-30,Electronics,,App
TXN-083-1,CUST-083,2025-12-23,Sports,670.24,Store
TXN-083-2,CUST-083,2026-03-31,Fashion,987.28,Web
TXN-083-3,CUST-083,2026-03-31,Fashion,1214.0,Web
TXN-083-4,CUST-083,2025-11-22,Fashion,1403.75,App
TXN-084-1,CUST-084,2026-02-15,Beauty,661.6,Store
TXN-084-2,CUST-084,2026-03-31,Fashion,730.07,App
TXN-084-3,CUST-084,2026-01-17,Electronics,2269.95,App
TXN-084-4,CUST-084,2025-10-13,Fashion,772.25,App
TXN-084-5,CUST-084,2026-03-18,Electronics,1713.21,Web
TXN-084-6,CUST-084,2026-03-24,Fashion,,App
TXN-084-7,CUST-084,2025-10-04,Beauty,329.53,Web
TXN-085-1,CUST-085,2026-01-02,Home,958.5,App
TXN-085-2,CUST-085,2026-03-07,Electronics,2014.9,Web
TXN-085-3,CUST-085,2026-03-31,Home,1399.65,Web
TXN-085-4,CUST-085,2025-09-14,Electronics,507.49,Web
TXN-085-5,CUST-085,2026-03-31,Home,1444.86,Web
TXN-085-6,CUST-085,2026-03-31,Electronics,946.86,Store
TXN-086-1,CUST-086,2025-08-27,Home,1056.76,Web
TXN-086-2,CUST-086,2026-03-31,Home,368.55,Store
TXN-086-3,CUST-086,2025-12-20,Electronics,1868.07,Store
TXN-087-1,CUST-087,2026-02-07,Home,891.56,Web
TXN-088-1,CUST-088,2025-11-21,Beauty,1042.7,App
TXN-088-2,CUST-088,2025-02-19,Home,2155.21,Store
TXN-089-1,CUST-089,2025-10-01,Electronics,941.29,Store
TXN-089-2,CUST-089,2026-03-31,Beauty,466.39,Web
TXN-090-1,CUST-090,2025-01-08,Beauty,1313.93,Store
TXN-090-2,CUST-090,2025-04-15,Beauty,760.91,App
TXN-090-3,CUST-090,2025-10-31,Sports,1545.19,Store
TXN-090-4,CUST-090,2025-07-20,Home,495.73,Store
TXN-090-5,CUST-090,2025-11-12,Sports,1266.27,App
TXN-090-6,CUST-090,2025-02-26,Electronics,355.57,Store
TXN-090-7,CUST-090,2025-05-13,Beauty,659.32,Web
TXN-091-1,CUST-091,2026-03-31,Fashion,3291.59,App
TXN-091-2,CUST-091,2025-10-29,Beauty,1399.95,App
TXN-091-3,CUST-091,2025-10-14,Electronics,1109.08,App
TXN-091-4,CUST-091,2026-03-31,Beauty,2171.07,Web
TXN-091-5,CUST-091,2026-03-31,Beauty,1547.26,Store
TXN-091-6,CUST-091,2026-01-29,Fashion,1614.31,Web
TXN-091-7,CUST-091,2026-03-31,Fashion,841.6,Web
TXN-091-8,CUST-091,2026-03-31,Home,971.92,Web
TXN-092-1,CUST-092,2026-01-11,Home,336.48,Store
TXN-092-2,CUST-092,2025-05-23,Electronics,2178.74,App
TXN-092-3,CUST-092,2025-06-10,Home,,App
TXN-092-4,CUST-092,2025-03-13,Beauty,480.21,Web
TXN-092-5,CUST-092,2025-07-21,Beauty,1105.54,App
TXN-092-6,CUST-092,2025-07-09,Fashion,566.79,Web
TXN-092-7,CUST-092,2025-08-13,Beauty,651.41,Web
TXN-092-8,CUST-092,2025-08-20,Home,682.81,Web
TXN-092-9,CUST-092,2025-02-06,Fashion,961.72,Store
TXN-092-10,CUST-092,2026-01-01,Fashion,1099.79,Web
TXN-092-11,CUST-092,2025-02-17,Electronics,1665.56,Web
TXN-092-12,CUST-092,2025-08-26,Beauty,1389.17,Web
TXN-092-13,CUST-092,2025-02-18,Sports,1960.83,App
TXN-093-1,CUST-093,2026-03-31,Electronics,1714.6,Store
TXN-093-2,CUST-093,2026-03-31,Sports,649.48,Web
TXN-093-3,CUST-093,2025-12-25,Sports,1017.51,Store
TXN-094-1,CUST-094,2025-09-03,Electronics,702.61,App
TXN-094-2,CUST-094,2026-02-18,Sports,1702.62,Store
TXN-094-3,CUST-094,2025-12-11,Fashion,291.62,App
TXN-094-4,CUST-094,2025-10-01,Electronics,1467.6,App
TXN-094-5,CUST-094,2026-03-31,Home,,App
TXN-095-1,CUST-095,2025-04-30,Electronics,940.72,Web
TXN-095-2,CUST-095,2025-04-05,Electronics,1212.53,Web
TXN-095-3,CUST-095,2025-04-11,Home,1676.45,Web
TXN-095-4,CUST-095,2025-08-31,Home,1595.57,Web
TXN-095-5,CUST-095,2025-12-26,Fashion,643.82,App
TXN-095-6,CUST-095,2025-06-11,Fashion,484.45,App
TXN-095-7,CUST-095,2025-10-27,Electronics,1876.38,App
TXN-096-1,CUST-096,2025-11-25,Fashion,1082.6,Web
TXN-096-2,CUST-096,2026-03-31,Beauty,936.82,Web
TXN-097-1,CUST-097,2025-11-27,Electronics,732.73,Web
TXN-097-2,CUST-097,2025-11-18,Electronics,1587.95,Store
TXN-097-3,CUST-097,2026-03-11,Beauty,1072.48,App
TXN-097-4,CUST-097,2026-03-31,Beauty,1513.03,App
TXN-098-1,CUST-098,2026-03-08,Fashion,557.64,Web
TXN-098-2,CUST-098,2026-01-23,Electronics,1157.28,Store
TXN-098-3,CUST-098,2026-02-13,Home,769.28,App
TXN-098-4,CUST-098,2026-03-31,Home,931.25,Web
TXN-098-5,CUST-098,2026-03-31,Electronics,1647.78,Store
TXN-098-6,CUST-098,2025-08-11,Home,704.71,App
TXN-098-7,CUST-098,2026-02-21,Sports,952.31,Web
TXN-099-1,CUST-099,2026-03-28,Home,1081.97,Web
TXN-099-2,CUST-099,2026-02-12,Sports,1505.74,App
TXN-099-3,CUST-099,2026-03-31,Electronics,997.0,Store
TXN-099-4,CUST-099,2026-03-31,Fashion,1154.97,Web
TXN-099-5,CUST-099,2026-03-31,Electronics,1709.93,Web
TXN-099-6,CUST-099,2025-12-30,Fashion,1042.15,Web
TXN-099-7,CUST-099,2026-01-04,Electronics,1628.0,Store
TXN-099-8,CUST-099,2026-03-31,Home,1614.84,Web
TXN-099-9,CUST-099,2026-03-31,Electronics,1514.57,Web
TXN-099-10,CUST-099,2026-03-31,Fashion,1022.09,Web
TXN-099-11,CUST-099,2026-03-28,Electronics,1426.33,Web
TXN-100-1,CUST-100,2026-02-24,Fashion,1625.0,App
TXN-100-2,CUST-100,2026-03-31,Electronics,1478.54,Store
TXN-101-1,CUST-101,2025-11-20,Sports,678.63,App
TXN-101-2,CUST-101,2026-03-31,Electronics,1208.2,Store
TXN-101-3,CUST-101,2025-10-26,Beauty,1664.74,Store
TXN-102-1,CUST-102,2026-03-31,Fashion,1948.39,App
TXN-102-2,CUST-102,2026-03-31,Sports,3222.36,Web
TXN-102-3,CUST-102,2026-03-31,Sports,918.75,App
TXN-102-4,CUST-102,2025-12-31,Fashion,1548.28,Web
TXN-102-5,CUST-102,2026-03-31,Home,2189.62,Store
TXN-102-6,CUST-102,2026-03-23,Fashion,630.15,Web
TXN-102-7,CUST-102,2026-02-08,Beauty,1774.07,Store
TXN-102-8,CUST-102,2026-03-31,Beauty,1484.11,Web
TXN-102-9,CUST-102,2026-02-04,Sports,337.65,App
TXN-102-10,CUST-102,2026-03-31,Beauty,894.42,App
TXN-103-1,CUST-103,2025-09-21,Fashion,509.69,Store
TXN-104-1,CUST-104,2026-02-26,Fashion,1678.88,Store
TXN-104-2,CUST-104,2026-03-31,Sports,985.75,App
TXN-104-3,CUST-104,2026-01-08,Sports,1869.75,App
TXN-104-4,CUST-104,2025-11-30,Home,1565.21,App
TXN-104-5,CUST-104,2026-03-01,Electronics,1542.67,App
TXN-104-6,CUST-104,2026-03-31,Electronics,1178.43,App
TXN-104-7,CUST-104,2025-11-25,Beauty,878.48,App
TXN-104-8,CUST-104,2026-03-31,Electronics,880.09,Web
TXN-104-9,CUST-104,2025-12-17,Beauty,1314.61,Web
TXN-104-10,CUST-104,2026-03-31,Beauty,1010.41,Web
TXN-104-11,CUST-104,2026-03-31,Electronics,1464.13,App
TXN-104-12,CUST-104,2026-03-31,Electronics,1711.07,Web
TXN-104-13,CUST-104,2026-03-31,Fashion,1870.67,Web
TXN-104-14,CUST-104,2026-02-13,Beauty,1189.74,Web
TXN-105-1,CUST-105,2025-09-16,Fashion,704.39,Web
TXN-106-1,CUST-106,2026-03-31,Home,707.23,App
TXN-106-2,CUST-106,2025-10-03,Electronics,1512.35,App
TXN-106-3,CUST-106,2026-03-31,Sports,1702.23,App
TXN-106-4,CUST-106,2026-03-20,Electronics,928.61,Store
TXN-106-5,CUST-106,2026-03-31,Sports,1978.26,App
TXN-106-6,CUST-106,2026-03-31,Beauty,777.2,Store
TXN-106-7,CUST-106,2025-11-18,Fashion,897.45,Store
TXN-107-1,CUST-107,2025-10-01,Electronics,963.62,Store
TXN-107-2,CUST-107,2025-05-27,Electronics,885.37,App
TXN-107-3,CUST-107,2025-06-29,Electronics,1212.7,Web
TXN-107-4,CUST-107,2026-02-09,Home,1063.35,Store
TXN-107-5,CUST-107,2025-07-03,Beauty,,Web
TXN-108-1,CUST-108,2026-03-13,Beauty,1377.13,App
TXN-109-1,CUST-109,2026-03-31,Fashion,489.98,Web
TXN-110-1,CUST-110,2026-03-31,Home,1257.15,Web
TXN-110-2,CUST-110,2026-03-31,Sports,443.98,Store
TXN-110-3,CUST-110,2025-11-20,Beauty,638.62,Web
TXN-110-4,CUST-110,2026-03-31,Sports,782.95,Web
TXN-110-5,CUST-110,2026-03-31,Fashion,1107.84,Store
TXN-110-6,CUST-110,2026-03-02,Home,1107.19,App
TXN-110-7,CUST-110,2025-12-06,Beauty,1318.91,Web
TXN-110-8,CUST-110,2026-03-19,Electronics,899.22,Web
TXN-110-9,CUST-110,2026-01-04,Beauty,1151.03,Web
TXN-110-10,CUST-110,2026-03-31,Beauty,1263.88,Store
TXN-111-1,CUST-111,2025-04-15,Sports,692.78,App
TXN-111-2,CUST-111,2025-11-06,Fashion,1407.91,App
TXN-111-3,CUST-111,2025-11-14,Fashion,746.8,Web
TXN-111-4,CUST-111,2025-06-14,Electronics,827.9,Web
TXN-112-1,CUST-112,2026-01-08,Fashion,1716.28,Web
TXN-112-2,CUST-112,2025-11-02,Sports,1896.49,App
TXN-112-3,CUST-112,2025-09-26,Fashion,675.74,App
TXN-112-4,CUST-112,2025-05-27,Home,3312.57,Web
TXN-112-5,CUST-112,2026-03-15,Beauty,2097.49,Web
TXN-112-6,CUST-112,2025-10-08,Fashion,957.95,Store
TXN-113-1,CUST-113,2026-03-31,Sports,1620.4,Store
TXN-114-1,CUST-114,2025-12-05,Fashion,671.63,App
TXN-114-2,CUST-114,2026-03-08,Beauty,1251.61,App
TXN-114-3,CUST-114,2025-12-11,Home,926.57,Web
TXN-114-4,CUST-114,2025-12-31,Fashion,1162.85,Store
TXN-114-5,CUST-114,2025-09-15,Home,1330.02,App
TXN-114-6,CUST-114,2025-08-14,Beauty,2161.99,App
TXN-114-7,CUST-114,2025-05-23,Home,701.8,Web
TXN-114-8,CUST-114,2025-07-03,Sports,1001.99,Web
TXN-115-1,CUST-115,2025-08-11,Sports,584.2,Store
TXN-115-2,CUST-115,2025-03-08,Sports,1015.5,App
TXN-115-3,CUST-115,2025-04-13,Sports,1650.09,App
TXN-116-1,CUST-116,2026-03-24,Sports,901.89,App
TXN-117-1,CUST-117,2025-07-25,Fashion,985.11,Web
TXN-117-2,CUST-117,2025-11-13,Fashion,575.81,App
TXN-117-3,CUST-117,2025-08-16,Sports,2137.93,App
TXN-117-4,CUST-117,2025-06-07,Sports,,Web
TXN-117-5,CUST-117,2025-10-30,Electronics,812.27,Web
TXN-117-6,CUST-117,2025-04-07,Fashion,1622.27,App
TXN-117-7,CUST-117,2025-04-18,Sports,1247.62,Store
TXN-117-8,CUST-117,2025-07-18,Beauty,777.32,Web
TXN-117-9,CUST-117,2026-01-01,Beauty,582.59,App
TXN-117-10,CUST-117,2025-07-08,Fashion,1043.94,Web
TXN-117-11,CUST-117,2025-12-18,Sports,413.45,Web
TXN-117-12,CUST-117,2025-04-23,Sports,2169.63,Store
TXN-117-13,CUST-117,2025-06-29,Electronics,2364.59,Web
TXN-118-1,CUST-118,2025-08-11,Electronics,3249.89,Web
TXN-118-2,CUST-118,2026-03-31,Sports,1910.52,Store
TXN-118-3,CUST-118,2026-03-31,Electronics,1639.32,Store
TXN-118-4,CUST-118,2026-02-12,Electronics,1287.32,Store
TXN-118-5,CUST-118,2026-03-31,Beauty,1410.35,Web
TXN-118-6,CUST-118,2026-03-31,Fashion,970.5,Web
TXN-118-7,CUST-118,2026-03-31,Sports,1344.77,Store
TXN-118-8,CUST-118,2026-03-31,Sports,1578.63,App
TXN-118-9,CUST-118,2026-03-31,Home,1193.95,Web
TXN-118-10,CUST-118,2025-09-25,Fashion,526.81,App
TXN-118-11,CUST-118,2025-10-21,Electronics,3418.88,App
TXN-118-12,CUST-118,2025-09-10,Fashion,2391.67,Web
TXN-118-13,CUST-118,2026-03-15,Sports,3302.74,App
TXN-119-1,CUST-119,2025-12-09,Electronics,1201.58,Store
TXN-119-2,CUST-119,2026-03-31,Fashion,727.72,App
TXN-119-3,CUST-119,2026-02-09,Sports,1237.25,Store
TXN-119-4,CUST-119,2026-03-31,Beauty,970.97,App
TXN-120-1,CUST-120,2026-03-06,Electronics,865.46,App
TXN-120-2,CUST-120,2026-03-31,Electronics,661.26,Web
TXN-120-3,CUST-120,2026-03-31,Home,587.13,Web
TXN-120-4,CUST-120,2025-11-14,Beauty,1362.08,Web
TXN-120-5,CUST-120,2026-03-04,Sports,919.89,App
TXN-120-6,CUST-120,2026-01-03,Electronics,1204.95,App
TXN-120-7,CUST-120,2026-03-31,Fashion,1048.31,Web
TXN-120-8,CUST-120,2026-03-31,Fashion,400.29,App
TXN-121-1,CUST-121,2025-05-19,Electronics,833.36,Store
TXN-121-2,CUST-121,2025-06-26,Fashion,802.98,App
TXN-122-1,CUST-122,2025-03-26,Electronics,2041.15,App
TXN-122-2,CUST-122,2025-07-14,Beauty,4116.56,Web
TXN-122-3,CUST-122,2025-07-21,Fashion,1483.59,App
TXN-122-4,CUST-122,2025-11-15,Sports,1420.61,Web
TXN-122-5,CUST-122,2025-09-24,Home,771.47,App
TXN-122-6,CUST-122,2025-07-01,Home,833.19,Web
TXN-122-7,CUST-122,2025-01-30,Electronics,623.81,App
TXN-122-8,CUST-122,2025-02-17,Beauty,1429.62,Web
TXN-123-1,CUST-123,2026-03-31,Fashion,1426.13,App
TXN-123-2,CUST-123,2026-03-31,Home,536.26,App
TXN-123-3,CUST-123,2026-03-31,Electronics,1448.59,Store
TXN-123-4,CUST-123,2026-03-15,Fashion,1432.11,App
TXN-124-1,CUST-124,2026-03-31,Electronics,,Web
TXN-124-2,CUST-124,2026-03-31,Beauty,1021.26,Store
TXN-124-3,CUST-124,2025-10-28,Electronics,1583.76,Web
TXN-125-1,CUST-125,2026-02-23,Beauty,2716.07,Store
TXN-125-2,CUST-125,2026-03-10,Home,816.82,App
TXN-126-1,CUST-126,2025-07-02,Electronics,,Web
TXN-126-2,CUST-126,2025-06-23,Fashion,1045.62,App
TXN-126-3,CUST-126,2025-08-20,Electronics,1293.35,App
TXN-126-4,CUST-126,2025-09-15,Electronics,868.56,Store
TXN-126-5,CUST-126,2025-10-15,Electronics,995.47,App
TXN-126-6,CUST-126,2025-08-28,Home,1664.82,App
TXN-126-7,CUST-126,2025-11-19,Fashion,823.59,App
TXN-126-8,CUST-126,2025-07-12,Home,2331.52,App
TXN-126-9,CUST-126,2025-10-10,Beauty,1976.74,Web
TXN-126-10,CUST-126,2025-11-07,Fashion,1773.68,App
TXN-126-11,CUST-126,2025-09-04,Beauty,1260.5,Web
TXN-126-12,CUST-126,2026-01-14,Sports,564.9,Web
TXN-126-13,CUST-126,2025-06-26,Home,1765.41,App
TXN-127-1,CUST-127,2026-03-05,Electronics,715.36,App
TXN-128-1,CUST-128,2026-03-22,Beauty,,Web
TXN-128-2,CUST-128,2025-09-29,Home,1995.43,Web
TXN-128-3,CUST-128,2025-09-09,Electronics,1409.61,Web
TXN-129-1,CUST-129,2025-12-07,Electronics,1183.19,App
TXN-129-2,CUST-129,2025-11-30,Fashion,591.23,Web
TXN-129-3,CUST-129,2025-11-03,Sports,1239.53,Web
TXN-129-4,CUST-129,2025-09-01,Sports,964.26,Store
TXN-130-1,CUST-130,2025-02-13,Fashion,2212.44,Store
TXN-130-2,CUST-130,2025-12-14,Fashion,498.2,App
TXN-130-3,CUST-130,2025-10-08,Electronics,1274.53,App
TXN-131-1,CUST-131,2025-10-19,Beauty,1148.48,Web
TXN-131-2,CUST-131,2026-01-17,Home,1720.3,App
TXN-131-3,CUST-131,2026-01-22,Beauty,1717.78,App
TXN-131-4,CUST-131,2025-09-02,Electronics,1163.41,App
TXN-132-1,CUST-132,2026-01-29,Electronics,449.71,App
TXN-132-2,CUST-132,2026-01-25,Beauty,658.16,App
TXN-132-3,CUST-132,2025-07-25,Fashion,927.05,Web
TXN-132-4,CUST-132,2025-09-19,Fashion,1858.41,Web
TXN-132-5,CUST-132,2026-03-31,Beauty,1347.73,Store
TXN-132-6,CUST-132,2025-09-07,Home,831.26,Store
TXN-132-7,CUST-132,2026-03-17,Sports,311.75,Web
TXN-132-8,CUST-132,2026-03-31,Beauty,1429.16,App
TXN-133-1,CUST-133,2025-05-31,Sports,2081.36,Store
TXN-133-2,CUST-133,2025-06-05,Sports,1336.01,Web
TXN-133-3,CUST-133,2025-04-01,Home,1180.44,App
TXN-133-4,CUST-133,2025-05-29,Beauty,1735.4,Web
TXN-133-5,CUST-133,2025-06-27,Home,1736.55,Store
TXN-133-6,CUST-133,2025-09-06,Sports,986.61,Web
TXN-134-1,CUST-134,2025-12-12,Beauty,2538.15,Web
TXN-134-2,CUST-134,2025-08-21,Home,560.78,App
TXN-134-3,CUST-134,2025-09-07,Electronics,1329.83,Web
TXN-134-4,CUST-134,2026-02-22,Home,1266.75,App
TXN-135-1,CUST-135,2026-03-31,Fashion,604.66,Web
TXN-135-2,CUST-135,2026-03-31,Electronics,468.24,Store
TXN-135-3,CUST-135,2026-03-31,Beauty,,App
TXN-135-4,CUST-135,2026-03-31,Electronics,937.65,Web
TXN-135-5,CUST-135,2025-10-22,Home,1199.63,App
TXN-136-1,CUST-136,2026-03-31,Fashion,1414.39,Web
TXN-136-2,CUST-136,2026-03-31,Fashion,336.41,Web
TXN-136-3,CUST-136,2026-03-31,Fashion,2113.89,App
TXN-136-4,CUST-136,2025-10-31,Electronics,970.05,App
TXN-136-5,CUST-136,2025-12-15,Home,1331.35,Store
TXN-137-1,CUST-137,2026-03-31,Electronics,713.58,Web
TXN-137-2,CUST-137,2026-03-31,Sports,924.19,App
TXN-138-1,CUST-138,2026-03-29,Home,984.76,App
TXN-138-2,CUST-138,2026-03-31,Sports,1331.45,Store
TXN-138-3,CUST-138,2025-11-13,Electronics,663.1,App
TXN-138-4,CUST-138,2026-03-31,Sports,1959.35,Store
TXN-138-5,CUST-138,2026-01-27,Fashion,593.12,Store
TXN-138-6,CUST-138,2026-03-31,Sports,1421.22,App
TXN-138-7,CUST-138,2026-02-12,Electronics,1113.35,App
TXN-138-8,CUST-138,2025-11-23,Home,1090.09,Store
TXN-138-9,CUST-138,2026-02-02,Sports,694.17,App
TXN-139-1,CUST-139,2025-05-14,Beauty,773.47,Web
TXN-139-2,CUST-139,2025-09-23,Sports,520.19,Store
TXN-139-3,CUST-139,2025-06-15,Sports,459.4,App
TXN-139-4,CUST-139,2025-04-21,Electronics,731.78,Web
TXN-139-5,CUST-139,2026-01-04,Home,1075.69,Web
TXN-139-6,CUST-139,2025-03-13,Home,1564.82,Store
TXN-139-7,CUST-139,2025-06-25,Beauty,,App
TXN-139-8,CUST-139,2025-02-26,Electronics,964.02,Web
TXN-139-9,CUST-139,2025-07-25,Electronics,668.31,Web
TXN-139-10,CUST-139,2025-07-21,Home,2707.48,Store
TXN-139-11,CUST-139,2025-10-05,Fashion,1048.07,App
TXN-139-12,CUST-139,2026-02-27,Home,974.13,Web
TXN-140-1,CUST-140,2025-11-14,Electronics,644.37,Web
TXN-140-2,CUST-140,2025-06-27,Fashion,463.1,Store
TXN-141-1,CUST-141,2025-06-25,Home,1923.45,Web
TXN-141-2,CUST-141,2025-04-23,Fashion,582.33,App
TXN-142-1,CUST-142,2025-12-05,Sports,,Store
TXN-142-2,CUST-142,2025-10-07,Electronics,1587.71,App
TXN-142-3,CUST-142,2025-12-27,Sports,597.9,Web
TXN-142-4,CUST-142,2025-09-27,Electronics,715.43,App
TXN-142-5,CUST-142,2025-06-05,Beauty,1244.31,Store
TXN-142-6,CUST-142,2026-02-25,Fashion,1147.88,App
TXN-142-7,CUST-142,2025-09-09,Sports,1484.19,Store
TXN-143-1,CUST-143,2025-06-21,Home,1546.85,App
TXN-143-2,CUST-143,2026-02-14,Fashion,893.84,Web
TXN-143-3,CUST-143,2026-03-31,Electronics,1239.15,App
TXN-144-1,CUST-144,2026-03-11,Beauty,1489.08,Web
TXN-144-2,CUST-144,2025-11-05,Sports,1018.53,App
TXN-144-3,CUST-144,2026-02-25,Home,1180.77,Web
TXN-145-1,CUST-145,2025-04-28,Electronics,1114.7,Web
TXN-146-1,CUST-146,2025-10-28,Beauty,1349.17,Web
TXN-146-2,CUST-146,2026-01-30,Home,723.19,Web
TXN-146-3,CUST-146,2026-03-31,Beauty,935.32,Store
TXN-146-4,CUST-146,2026-02-10,Sports,731.89,Store
TXN-146-5,CUST-146,2026-03-24,Electronics,699.84,App
TXN-146-6,CUST-146,2026-03-31,Sports,1433.78,App
TXN-146-7,CUST-146,2026-03-31,Home,840.05,Web
TXN-146-8,CUST-146,2026-03-31,Sports,2060.55,Store
TXN-146-9,CUST-146,2026-03-31,Electronics,1124.19,Web
TXN-147-1,CUST-147,2026-03-31,Beauty,1209.55,Store
TXN-148-1,CUST-148,2026-02-21,Electronics,1417.51,Web
TXN-148-2,CUST-148,2025-10-25,Beauty,1054.02,Store
TXN-148-3,CUST-148,2026-03-31,Sports,819.54,App
TXN-148-4,CUST-148,2025-10-24,Home,2133.81,Web
TXN-148-5,CUST-148,2025-08-18,Home,1352.06,Web
TXN-148-6,CUST-148,2026-01-13,Fashion,1322.23,Web
TXN-148-7,CUST-148,2026-03-31,Electronics,1121.74,Web
TXN-148-8,CUST-148,2025-12-25,Fashion,696.64,Store
TXN-149-1,CUST-149,2026-03-31,Sports,,Store
TXN-149-2,CUST-149,2025-10-29,Sports,995.16,Store
TXN-149-3,CUST-149,2026-01-06,Beauty,1625.06,App
TXN-150-1,CUST-150,2025-10-31,Electronics,2262.03,App
TXN-150-2,CUST-150,2026-01-14,Beauty,1071.96,Web
TXN-150-3,CUST-150,2026-03-31,Home,316.02,App
TXN-150-4,CUST-150,2026-01-17,Electronics,984.99,Web
TXN-150-5,CUST-150,2025-09-02,Sports,760.81,App
TXN-150-6,CUST-150,2025-11-17,Sports,1102.8,App
TXN-151-1,CUST-151,2026-01-26,Sports,997.99,App
TXN-151-2,CUST-151,2025-10-27,Home,648.02,Web
TXN-151-3,CUST-151,2025-05-14,Fashion,677.71,Store
TXN-151-4,CUST-151,2025-10-28,Beauty,577.0,App
TXN-151-5,CUST-151,2025-08-20,Beauty,1222.21,Store
TXN-151-6,CUST-151,2026-02-05,Fashion,1990.57,Store
TXN-151-7,CUST-151,2025-03-13,Home,828.18,App
TXN-151-8,CUST-151,2026-02-19,Electronics,752.78,App
TXN-151-9,CUST-151,2025-03-13,Beauty,1396.33,Store
TXN-151-10,CUST-151,2025-10-23,Beauty,1371.48,Store
TXN-151-11,CUST-151,2025-04-24,Sports,1422.37,Store
TXN-151-12,CUST-151,2025-11-23,Sports,2009.41,Store
TXN-152-1,CUST-152,2026-03-31,Home,1098.3,Store
TXN-153-1,CUST-153,2025-07-19,Beauty,689.44,App
TXN-153-2,CUST-153,2025-08-27,Beauty,901.41,Store
TXN-153-3,CUST-153,2026-01-04,Beauty,707.12,Store
TXN-153-4,CUST-153,2025-02-20,Home,1288.79,App
TXN-153-5,CUST-153,2026-02-16,Home,1086.12,Web
TXN-154-1,CUST-154,2025-12-09,Fashion,954.14,App
TXN-154-2,CUST-154,2025-08-02,Home,2488.62,App
TXN-154-3,CUST-154,2025-07-24,Beauty,1223.81,App
TXN-155-1,CUST-155,2026-03-31,Fashion,1223.48,Web
TXN-155-2,CUST-155,2026-03-31,Beauty,1930.19,Web
TXN-156-1,CUST-156,2026-03-31,Fashion,1520.01,Web
TXN-156-2,CUST-156,2025-12-08,Home,1796.17,Store
TXN-156-3,CUST-156,2025-12-17,Fashion,970.54,App
TXN-156-4,CUST-156,2025-10-09,Home,535.05,Web
TXN-156-5,CUST-156,2026-03-31,Sports,3230.22,Web
TXN-157-1,CUST-157,2026-03-13,Home,1188.57,Store
TXN-157-2,CUST-157,2025-10-02,Fashion,2421.32,Web
TXN-157-3,CUST-157,2025-12-04,Sports,2114.96,Web
TXN-157-4,CUST-157,2025-07-25,Electronics,1627.94,Store
TXN-157-5,CUST-157,2026-02-03,Electronics,1314.39,App
TXN-158-1,CUST-158,2026-03-31,Sports,898.59,Store
TXN-158-2,CUST-158,2025-11-27,Sports,843.34,Store
TXN-158-3,CUST-158,2026-03-31,Fashion,693.17,Store
