Order ID,Order Date,Region,Salesperson,Channel,Category,Product,Quantity,Unit Price,Discount %,Revenue,Cost,Status
ORD-10248,2026-05-21,South,Zoya,Paid Search,Electronics,Wireless Earbuds,2,1499,10,2698.2,1894.28,Completed
ORD-10249,2026-05-21,North,Rohan,Organic,Electronics,Wireless Earbuds,1,1999,0,1999.0,1412.02,Returned
ORD-10250,2026-05-21,West,Diya,Organic,Home,Storage Box,2,899,0,1798.0,790.62,Completed
ORD-10251,2026-05-21,East,Meera,Social,Sports,Water Bottle,2,699,10,1258.2,1006.05,Completed
ORD-10252,2026-05-21,East,Zoya,Paid Search,Electronics,Smart Watch,3,499,10,1347.3,1083.47,Completed
ORD-10253,2026-05-22,South,Diya,Organic,Home,Desk Lamp,1,1199,0,1199.0,602.53,Returned
ORD-10254,2026-05-22,West,Vikram,Organic,Sports,Water Bottle,2,899,20,1438.4,1055.82,Completed
ORD-10255,2026-05-22,West,Sara,Social,Home,Desk Lamp,2,1499,10,2698.2,1533.63,Completed
ORD-10256,2026-05-22,East,Vikram,Email,Beauty,Hair Oil,2,1499,10,2698.2,1644.55,Completed
ORD-10257,2026-05-23,North,Meera,Paid Search,Beauty,Body Lotion,1,499,0,499.0,225.26,Completed
ORD-10258,2026-05-23,East,Sara,Organic,Beauty,Body Lotion,1,1999,5,1899.05,1149.48,Completed
ORD-10259,23/05/2026,South,Aarav,Paid Search,Electronics,Smart Watch,3,1499,5,4272.15,3087.36,Completed
ORD-10260,2026-05-23,North,Sara,Social,Beauty,Face Serum,1,1999,0,1999.0,859.13,Completed
ORD-10261,2026-05-24,West,Aarav,Paid Search,Home,Storage Box,2,1499,0,2998.0,1285.49,Completed
ORD-10262,2026-05-24,,Kabir,Paid Search,Home,Coffee Press,1,1999,0,1999.0,845.27,Completed
ORD-10263,2026-05-24,North,Meera,Social,Home,Storage Box,2,2499,0,4998.0,2833.26,Completed
ORD-10264,2026-05-24,East,Rohan,Email,Sports,Resistance Band,2,1499,0,2998.0,1828.8,Completed
ORD-10265,2026-05-24,North,Meera,Organic,Beauty,Face Serum,1,899,15,764.15,431.77,Completed
ORD-10266,2026-05-24,West,Meera,Email,Fashion,Running Cap,1,1999,0,1999.0,862.17,Completed
ORD-10267,2026-05-24,South,Kabir,Email,Sports,Resistance Band,2,1999,0,3998.0,1804.03,Completed
ORD-10268,2026-05-25,South,Zoya,Organic,Fashion,Running Cap,1,699,0,699.0,424.56,Completed
ORD-10269,2026-05-25,West,Aarav,Paid Search,Electronics,Phone Stand,2,1499,10,2698.2,1545.39,Completed
ORD-10270,2026-05-25,South,Sara,Organic,Home,Storage Box,2,1499,5,2848.1,2205.7,Completed
ORD-10271,2026-05-25,North,Vikram,Social,Beauty,Body Lotion,1,2499,20,1999.2,1540.97,Completed
ORD-10272,2026-05-25,,Aarav,Paid Search,Beauty,Body Lotion,1,499,10,449.1,240.01,Completed
ORD-10273,2026-05-25,South,Sara,Social,Fashion,Canvas Tote,1,499,5,474.05,282.38,Completed
ORD-10274,25/05/2026,South,Meera,Organic,Fashion,Canvas Tote,1,2499,0,2499.0,1837.17,Completed
ORD-10275,2026-05-26,South,Diya,Organic,Electronics,Smart Watch,3,1999,20,4797.6,4427.57,Completed
ORD-10276,2026-05-26,North,Diya,Referral,Electronics,Smart Watch,2,1199,0,2398.0,1238.22,Completed
ORD-10277,2026-05-26,East,Meera,Referral,Sports,Resistance Band,3,699,5,1992.15,952.05,Completed
ORD-10278,2026-05-26,South,Meera,Organic,Fashion,Running Cap,1,899,15,764.15,515.86,Completed
ORD-10279,2026-05-26,North,Meera,Social,Electronics,Wireless Earbuds,2,1999,5,3798.1,2006.54,Completed
ORD-10280,2026-05-26,East ,Aarav,Organic,Fashion,Canvas Tote,1,499,20,399.2,228.09,Completed
ORD-10281,2026-05-26,South,Zoya,Email,Home,Storage Box,1,1199,10,1079.1,657.15,Completed
ORD-10282,2026-05-27,west,Zoya,Paid Search,Beauty,Hair Oil,1,499,0,499.0,300.43,Completed
ORD-10283,2026-05-27,West,Zoya,Organic,Fashion,Running Cap,1,2499,15,2124.15,1759.37,Completed
ORD-10284,2026-05-27,North,Sara,Referral,Fashion,Running Cap,1,499,15,424.15,362.2,Completed
ORD-10285,2026-05-27,North,Aarav,Organic,Beauty,Hair Oil,3,699,5,1992.15,1543.59,Completed
ORD-10286,2026-05-27,South,Vikram,Social,Sports,Water Bottle,2,2499,0,4998.0,2455.35,Completed
ORD-10287,2026-05-27,South,Diya,Social,Electronics,Smart Watch,2,2499,10,4498.2,3144.14,Completed
ORD-10288,2026-05-28,North,Zoya,Email,Sports,Resistance Band,1,2499,0,2499.0,1573.05,Completed
ORD-10289,2026-05-28,East,Meera,Organic,Electronics,Wireless Earbuds,2,899,10,1618.2,811.22,Completed
ORD-10290,2026-05-28,East,Vikram,Organic,Fashion,Running Cap,1,1499,10,1349.1,985.75,Completed
ORD-10291,2026-05-28,East,Diya,Social,Sports,Yoga Mat,1,499,20,399.2,275.76,Completed
ORD-10292,2026-05-28,West ,Kabir,Referral,Sports,Resistance Band,1,1199,0,1199.0,857.01,Completed
ORD-10293,2026-05-28,South,Meera,Email,Home,Desk Lamp,2,1999,10,3598.2,2565.14,Completed
ORD-10294,2026-05-29,East,Meera,Paid Search,Fashion,Canvas Tote,1,699,5,664.05,363.8,Completed
ORD-10295,2026-05-29,South,Sara,Organic,Sports,Resistance Band,1,1999,0,1999.0,1186.6,Canceled
ORD-10296,2026-05-29,East,Aarav,Referral,Sports,Water Bottle,2,1499,15,2548.3,1664.38,Completed
ORD-10297,2026-05-29,North,Aarav,Email,Electronics,Smart Watch,1,499,15,424.15,232.96,Completed
ORD-10298,2026-05-29,South,Meera,Referral,Sports,Yoga Mat,1,2499,5,2374.05,1498.42,Completed
ORD-10299,29/05/2026,East,Zoya,Paid Search,Electronics,Smart Watch,2,1199,20,1918.4,1483.35,Returned
ORD-10300,2026-05-30,South,Rohan,Paid Search,Home,Storage Box,2,699,15,1188.3,712.02,Completed
ORD-10301,2026-05-30,South,Rohan,Social,Sports,Water Bottle,1,899,5,854.05,645.81,Completed
ORD-10302,2026-05-30,East,Sara,Paid Search,Electronics,Phone Stand,1,1499,0,1499.0,823.09,Canceled
ORD-10303,2026-05-30,South,Diya,Email,Fashion,Canvas Tote,1,899,0,899.0,564.37,Canceled
ORD-10304,2026-05-30,West,Rohan,Organic,Home,Coffee Press,2,1499,0,2998.0,1629.35,Canceled
ORD-10305,2026-05-31,East,Aarav,Organic,Sports,Resistance Band,2,1199,0,2398.0,1752.75,Completed
ORD-10306,2026-05-31,South,Diya,Paid Search,Home,Coffee Press,2,2499,0,4998.0,3405.44,Completed
ORD-10307,2026-05-31,North,Vikram,Social,Beauty,Hair Oil,1,499,0,499.0,355.05,Completed
ORD-10308,2026-05-31,West,Diya,Email,Beauty,Body Lotion,1,499,5,474.05,303.09,Completed
ORD-10309,2026-05-31,North,Meera,Paid Search,Fashion,Running Cap,1,1499,0,1499.0,704.57,Completed
ORD-10310,2026-05-31,West,Kabir,Organic,Sports,Water Bottle,3,699,0,2097.0,1517.87,Completed
ORD-10311,2026-05-31,North,Kabir,Paid Search,Electronics,Phone Stand,2,1199,10,2158.2,1169.64,Completed
ORD-10312,2026-06-01,South,Diya,Email,Sports,Water Bottle,1,499,0,499.0,297.22,Completed
ORD-10313,2026-06-01,North,Meera,Email,Fashion,Everyday Tee,1,1999,10,1799.1,1235.87,Completed
ORD-10314,2026-06-01,West,Sara,Paid Search,Beauty,Body Lotion,2,1999,0,3998.0,1894.91,Completed
ORD-10315,2026-06-01,South,Kabir,Referral,Beauty,Body Lotion,1,699,15,594.15,416.98,Completed
ORD-10316,02/06/2026,East,Vikram,Referral,Home,Coffee Press,1,899,15,764.15,386.55,Completed
ORD-10317,2026-06-02,South,Rohan,Paid Search,Electronics,Phone Stand,1,1499,10,1349.1,981.29,Completed
ORD-10318,2026-06-02,West,Kabir,Social,Sports,Resistance Band,1,1199,0,1199.0,567.21,Completed
ORD-10319,2026-06-03,South,Sara,Paid Search,Sports,Resistance Band,3,2499,0,7497.0,3299.55,Completed
ORD-10320,2026-06-03,North,Rohan,Email,Home,Coffee Press,1,1199,5,1139.05,875.15,Completed
ORD-10321,2026-06-03,South,Sara,Email,Beauty,Hair Oil,2,899,10,1618.2,1052.26,Completed
ORD-10322,2026-06-03,West,Diya,Paid Search,Beauty,Hair Oil,1,1499,0,1499.0,705.06,Completed
ORD-10323,04/06/2026,East,Kabir,Paid Search,Electronics,Smart Watch,3,1199,5,3417.15,2170.85,Completed
ORD-10324,2026-06-04,North,Rohan,Organic,Sports,Yoga Mat,1,699,0,699.0,490.08,Canceled
ORD-10325,2026-06-04,South,Rohan,Paid Search,Beauty,Hair Oil,2,2499,5,4748.1,2390.06,Completed
ORD-10326,2026-06-04,,Kabir,Referral,Beauty,Hair Oil,2,499,0,998.0,637.72,Completed
ORD-10327,2026-06-04,North,Aarav,Social,Home,Storage Box,2,1499,0,2998.0,2124.49,Completed
ORD-10328,2026-06-04,West,Diya,Social,Fashion,Everyday Tee,3,1499,5,4272.15,2955.64,Completed
ORD-10329,2026-06-05,East,Diya,Referral,Beauty,Face Serum,1,899,10,809.1,543.86,Completed
ORD-10330,2026-06-05,North,Vikram,Referral,Beauty,Hair Oil,1,1999,20,1599.2,1386.49,Completed
ORD-10331,2026-06-05,East,Rohan,Referral,Sports,Water Bottle,3,1199,20,2877.6,2067.57,Completed
ORD-10332,2026-06-05,East,Vikram,Email,Beauty,Hair Oil,1,2499,20,1999.2,1221.08,Completed
ORD-10333,2026-06-06,North,Diya,Referral,Home,Storage Box,3,499,20,1197.6,734.98,Completed
ORD-10334,2026-06-06,North,Aarav,Paid Search,Beauty,Body Lotion,2,1999,10,3598.2,2311.64,Completed
ORD-10335,2026-06-06,East,Diya,Email,Home,Desk Lamp,2,1499,10,2698.2,2195.16,Completed
ORD-10336,2026-06-06, West,Sara,Email,Fashion,Running Cap,2,1199,10,2158.2,1643.89,Completed
ORD-10337,2026-06-06,East,Diya,Referral,Home,Coffee Press,1,1199,5,1139.05,616.48,Completed
ORD-10338,2026-06-06,East,Zoya,Referral,Sports,Resistance Band,1,1999,5,1899.05,1133.1,Canceled
ORD-10339,2026-06-06,North,Aarav,Email,Beauty,Face Serum,1,499,5,474.05,362.15,Completed
ORD-10340,2026-06-07,East,Kabir,Paid Search,Electronics,Smart Watch,3,1999,20,4797.6,3619.72,Completed
ORD-10341,2026-06-07,West,Diya,Organic,Home,Desk Lamp,3,699,20,1677.6,1403.44,Completed
ORD-10342,2026-06-07,West,Zoya,Paid Search,Sports,Yoga Mat,2,499,20,798.4,696.61,Completed
ORD-10343,07/06/2026,East,Kabir,Social,Beauty,Face Serum,2,699,0,1398.0,972.07,Completed
ORD-10344,2026-06-08,West,Meera,Email,Fashion,Running Cap,1,499,15,424.15,297.17,Completed
ORD-10345,2026-06-08,West,Kabir,Referral,Sports,Water Bottle,1,699,5,664.05,394.4,Completed
ORD-10346,2026-06-08,South,Aarav,Paid Search,Electronics,Phone Stand,1,2499,0,2499.0,1427.82,Completed
ORD-10347,2026-06-09,West,Kabir,Organic,Home,Coffee Press,2,1499,15,2548.3,1354.11,Completed
ORD-10348,2026-06-09,South,Vikram,Organic,Fashion,Canvas Tote,3,499,5,1422.15,793.6,Completed
ORD-10349,2026-06-09,East,Zoya,Organic,Sports,Yoga Mat,2,1499,15,2548.3,1726.84,Completed
ORD-10350,2026-06-09,West,Diya,Organic,Sports,Water Bottle,2,1999,0,3998.0,2197.01,Completed
ORD-10351,2026-06-09,South,Sara,Referral,Fashion,Everyday Tee,1,899,15,764.15,625.79,Completed
ORD-10352,2026-06-09,West,Vikram,Organic,Beauty,Face Serum,1,2499,0,2499.0,1217.97,Completed
ORD-10353,2026-06-10,North,Vikram,Email,Beauty,Hair Oil,1,499,20,399.2,314.14,Completed
ORD-10354,2026-06-10,South,Zoya,Social,Home,Coffee Press,1,1199,15,1019.15,854.75,Completed
ORD-10355,2026-06-10,East,Rohan,Email,Sports,Water Bottle,1,1999,10,1799.1,1174.43,Completed
ORD-10356,2026-06-11,,Zoya,Referral,Electronics,Smart Watch,1,899,5,854.05,476.51,Completed
ORD-10357,11/06/2026,North,Vikram,Social,Beauty,Body Lotion,1,499,20,399.2,275.33,Completed
ORD-10358,2026-06-11,South,Rohan,Email,Home,Coffee Press,3,1999,5,5697.15,4053.89,Completed
ORD-10359,2026-06-11,East,Aarav,Paid Search,Beauty,Face Serum,1,699,0,699.0,335.58,Completed
ORD-10360,2026-06-11,North,Sara,Social,Sports,Yoga Mat,1,499,0,499.0,288.39,Completed
ORD-10361,2026-06-11,East,Zoya,Paid Search,Beauty,Body Lotion,2,1999,20,3198.4,2181.21,Completed
ORD-10362,2026-06-12,East,Diya,Referral,Beauty,Face Serum,1,2499,15,2124.15,1418.1,Completed
ORD-10363,2026-06-12,South,Rohan,Paid Search,Beauty,Body Lotion,3,899,0,2697.0,1548.06,Completed
ORD-10364,2026-06-12,East,Aarav,Organic,Electronics,Phone Stand,1,499,0,499.0,335.59,Completed
ORD-10365,2026-06-12,West,Aarav,Organic,Sports,Yoga Mat,1,2499,0,2499.0,1656.99,Completed
ORD-10366,2026-06-13,South,Aarav,Social,Sports,Yoga Mat,1,1199,0,1199.0,784.89,Completed
ORD-10367,2026-06-13,East,Zoya,Email,Home,Storage Box,1,1199,15,1019.15,636.97,Completed
ORD-10368,2026-06-13,South,Aarav,Referral,Electronics,Phone Stand,1,1199,0,1199.0,785.07,Completed
ORD-10369,2026-06-13,East,Rohan,Email,Sports,Yoga Mat,1,1999,0,1999.0,1192.34,Completed
ORD-10370,2026-06-13,West,Diya,Organic,Fashion,Everyday Tee,1,1499,15,1274.15,862.4,Completed
ORD-10371,2026-06-14,West,Zoya,Organic,Beauty,Hair Oil,2,1999,10,3598.2,1946.21,Completed
ORD-10372,2026-06-14,West,Rohan,Organic,Electronics,Smart Watch,2,1999,5,3798.1,2618.59,Completed
ORD-10373,2026-06-14,South,Vikram,Organic,Sports,Yoga Mat,1,1999,0,1999.0,954.02,Completed
ORD-10374,2026-06-14,East,Zoya,Email,Beauty,Hair Oil,3,1199,0,3597.0,2659.98,Completed
ORD-10375,2026-06-14,East,Rohan,Email,Sports,Water Bottle,1,1199,20,959.2,647.48,Completed
ORD-10376,2026-06-14,West,Meera,Paid Search,Beauty,Body Lotion,1,1999,0,1999.0,1031.7,Returned
ORD-10377,2026-06-14,East,Sara,Referral,Electronics,Phone Stand,1,1499,10,1349.1,695.97,Completed
ORD-10378,2026-06-15,South,Diya,Referral,Fashion,Canvas Tote,1,1499,5,1424.05,863.8,Completed
ORD-10379,2026-06-15,East,Diya,Paid Search,Electronics,Phone Stand,2,1199,0,2398.0,1720.99,Completed
ORD-10380,2026-06-15,North,Vikram,Social,Beauty,Face Serum,1,1499,0,1499.0,952.71,Completed
ORD-10381,2026-06-15,North,Vikram,Referral,Home,Storage Box,1,2499,5,2374.05,1259.54,Completed
ORD-10382,2026-06-16,South,Rohan,Social,Home,Storage Box,2,699,5,1328.1,695.56,Completed
ORD-10383,2026-06-16,East,Sara,Referral,Sports,Yoga Mat,1,1999,5,1899.05,1034.57,Completed
ORD-10384,2026-06-16,West,Meera,Referral,Sports,Yoga Mat,2,499,20,798.4,655.35,Completed
ORD-10385,2026-06-16,,Rohan,Referral,Fashion,Everyday Tee,1,1999,20,1599.2,969.95,Completed
ORD-10386,2026-06-16,West,Meera,Referral,Sports,Resistance Band,1,1999,15,1699.15,878.03,Completed
ORD-10387,2026-06-16,East,Vikram,Paid Search,Electronics,Smart Watch,3,499,0,1497.0,637.88,Completed
ORD-10388,2026-06-17,North,Rohan,Email,Fashion,Canvas Tote,2,1499,0,2998.0,1496.5,Completed
ORD-10389,2026-06-17,West,Aarav,Email,Beauty,Hair Oil,1,499,0,499.0,253.63,Completed
ORD-10390,2026-06-17,West,Meera,Social,Electronics,Phone Stand,1,699,0,699.0,445.23,Completed
ORD-10391,2026-06-17,South,Kabir,Email,Sports,Yoga Mat,2,899,10,1618.2,1215.51,Completed
ORD-10392,2026-06-17,South,Aarav,Email,Beauty,Face Serum,3,1499,0,4497.0,3154.57,Completed
ORD-10393,2026-06-17,West,Rohan,Referral,Beauty,Body Lotion,2,1999,20,3198.4,1915.52,Completed
ORD-10394,2026-06-18,South,Sara,Paid Search,Sports,Yoga Mat,1,1999,0,1999.0,1295.04,Completed
ORD-10395,2026-06-18,West,Meera,Paid Search,Beauty,Body Lotion,1,699,0,699.0,343.36,Completed
ORD-10396,2026-06-18,North,Vikram,Email,Home,Storage Box,2,1199,15,2038.3,1571.42,Completed
ORD-10397,2026-06-18,West,Aarav,Paid Search,Sports,Resistance Band,2,1499,10,2698.2,2052.56,Completed
ORD-10398,2026-06-18,West ,Kabir,Social,Electronics,Phone Stand,2,1499,20,2398.4,1533.46,Completed
ORD-10399,2026-06-18,East,Kabir,Social,Sports,Yoga Mat,3,1499,0,4497.0,2731.22,Completed
ORD-10400,2026-06-18,West,Kabir,Organic,Fashion,Canvas Tote,1,699,5,664.05,448.3,Completed
ORD-10401,2026-06-19,North,Aarav,Paid Search,Beauty,Hair Oil,1,499,10,449.1,297.46,Completed
ORD-10402,2026-06-19,East,Rohan,Paid Search,Sports,Resistance Band,1,699,20,559.2,508.53,Completed
ORD-10403,,North,Meera,Paid Search,Home,Desk Lamp,1,1499,20,1199.2,1052.99,Completed
ORD-10404,2026-06-20,West,Aarav,Paid Search,Beauty,Body Lotion,2,499,10,898.2,682.71,Completed
ORD-10405,2026-06-20,South,Vikram,Paid Search,Electronics,Phone Stand,1,499,0,499.0,217.41,Completed
ORD-10406,2026-06-20,South,Diya,Email,Fashion,Running Cap,3,1999,15,5097.45,4306.29,Completed
ORD-10407,2026-06-20,East ,Meera,Paid Search,Fashion,Canvas Tote,1,2499,5,2374.05,1471.05,Completed
ORD-10408,2026-06-20,North,Sara,Email,Electronics,Phone Stand,3,1999,10,5397.3,3069.86,Returned
ORD-10409,2026-06-20,East,Meera,Organic,Home,Coffee Press,2,1199,10,2158.2,1230.07,Completed
ORD-10410,2026-06-20,North,Meera,Organic,Electronics,Smart Watch,3,2499,0,7497.0,3987.56,Completed
ORD-10411,2026-06-21,East,Aarav,Paid Search,Fashion,Everyday Tee,1,899,10,809.1,541.25,Completed
ORD-10412,2026-06-21,South,Sara,Social,Fashion,Canvas Tote,3,1199,5,3417.15,2128.81,Completed
ORD-10413,2026-06-21,,Sara,Organic,Electronics,Phone Stand,1,1499,15,1274.15,1069.06,Completed
ORD-10414,2026-06-21,South,Rohan,Email,Fashion,Everyday Tee,1,1199,15,1019.15,803.75,Completed
ORD-10415,2026-06-22,East,Meera,Organic,Beauty,Face Serum,2,699,0,1398.0,938.31,Completed
ORD-10416,2026-06-22,West,Diya,Referral,Sports,Yoga Mat,2,1499,0,2998.0,1396.63,Completed
ORD-10417,2026-06-22,,Diya,Email,Home,Coffee Press,1,1199,5,1139.05,731.6,Completed
ORD-10418,2026-06-23,North,Sara,Social,Electronics,Phone Stand,3,1999,0,5997.0,3068.67,Completed
ORD-10419,2026-06-23,North,Kabir,Email,Fashion,Everyday Tee,1,899,0,899.0,469.2,Completed
ORD-10420,2026-06-23,south,Vikram,Social,Home,Desk Lamp,1,1499,0,1499.0,655.39,Completed
ORD-10421,2026-06-23,South,Diya,Social,Sports,Resistance Band,3,2499,15,6372.45,4758.18,Completed
ORD-10422,2026-06-23,South,Rohan,Email,Electronics,Phone Stand,2,499,5,948.1,465.06,Completed
ORD-10423,2026-06-23,West,Kabir,Email,Home,Coffee Press,3,899,20,2157.6,1545.84,Completed
ORD-10424,2026-06-24,South,Vikram,Paid Search,Sports,Yoga Mat,2,2499,15,4248.3,2740.21,Completed
ORD-10425,2026-06-24,South,Meera,Paid Search,Sports,Yoga Mat,2,1199,0,2398.0,1611.32,Completed
ORD-10426,2026-06-24,North,Diya,Referral,Sports,Water Bottle,1,1499,10,1349.1,662.97,Completed
ORD-10427,2026-06-24,West,Kabir,Paid Search,Fashion,Canvas Tote,3,1999,0,5997.0,2519.09,Completed
ORD-10428,2026-06-24,West,Vikram,Email,Sports,Water Bottle,2,1499,10,2698.2,1911.1,Completed
ORD-10429,25/06/2026, North,Diya,Email,Sports,Resistance Band,2,2499,0,4998.0,3664.45,Completed
ORD-10430,2026-06-25,North,Kabir,Paid Search,Home,Storage Box,3,1499,5,4272.15,2138.28,Completed
ORD-10431,25/06/2026,West,Vikram,Paid Search,Fashion,Canvas Tote,1,899,20,719.2,517.59,Completed
ORD-10432,2026-06-26,South,Vikram,Referral,Beauty,Body Lotion,3,1499,5,4272.15,2213.59,Completed
ORD-10433,2026-06-26,North,Sara,Organic,Sports,Water Bottle,3,699,15,1782.45,1261.99,Completed
ORD-10434,2026-06-26,West,Diya,Paid Search,Electronics,Wireless Earbuds,3,1999,10,5397.3,4226.52,Returned
ORD-10435,2026-06-27,,Sara,Social,Sports,Resistance Band,1,1499,0,1499.0,904.9,Completed
ORD-10436,2026-06-27,East,Kabir,Referral,Fashion,Canvas Tote,1,499,15,424.15,285.13,Canceled
ORD-10437,2026-06-27,North,Rohan,Email,Fashion,Running Cap,2,499,0,998.0,615.82,Completed
ORD-10438,2026-06-27,North,Aarav,Email,Electronics,Phone Stand,1,1499,15,1274.15,862.19,Completed
ORD-10439,2026-06-27,North,Sara,Organic,Home,Coffee Press,1,2499,5,2374.05,1183.35,Completed
ORD-10440,2026-06-27,East,Vikram,Social,Electronics,Wireless Earbuds,1,1199,5,1139.05,765.83,Completed
ORD-10441,2026-06-28,South,Sara,Social,Sports,Water Bottle,1,899,20,719.2,641.59,Completed
ORD-10442,2026-06-28,East,Meera,Referral,Fashion,Canvas Tote,1,2499,0,2499.0,1586.88,Completed
ORD-10443,2026-06-28,East ,Rohan,Email,Home,Storage Box,2,499,15,848.3,489.23,Completed
ORD-10444,2026-06-28,South,Diya,Organic,Electronics,Wireless Earbuds,2,499,0,998.0,645.29,Canceled
ORD-10445,2026-06-28,South,Zoya,Email,Beauty,Hair Oil,3,1499,20,3597.6,3235.94,Canceled
ORD-10446,2026-06-29,East,Diya,Social,Fashion,Everyday Tee,1,899,20,719.2,428.77,Completed
ORD-10447,2026-06-29,South,Rohan,Organic,Sports,Water Bottle,1,1999,5,1899.05,1122.05,Completed
ORD-10448,2026-06-29,North ,Rohan,Paid Search,Electronics,Wireless Earbuds,2,1999,0,3998.0,2529.43,Completed
ORD-10449,2026-06-29,East,Meera,Organic,Beauty,Hair Oil,1,1499,15,1274.15,1006.31,Canceled
ORD-10450,2026-06-29,West,Sara,Organic,Beauty,Face Serum,2,1499,0,2998.0,1609.67,Completed
ORD-10451,2026-06-29,West,Sara,Social,Fashion,Running Cap,1,699,10,629.1,434.64,Completed
ORD-10019,2026-04-05,West,Aarav,Referral,Sports,Resistance Band,3,1199,0,3597.0,1871.71,Completed
ORD-99999,2026-04-08,East,Meera,Email,Beauty,Hair Oil,0,499,5,0,1500,Completed
