order_id,order_date,customer_id,product_id,quantity,revenue,cost,status
O-0402,2026-04-30,C-052,P-13,1,359.1,184.0,Completed
O-0403,2026-04-30,C-096,P-32,4,5696.2,3384.07,Completed
O-0404,2026-06-04,C-097,P-23,1,379.05,200.86,Canceled
O-0405,2026-06-23,C-006,P-51,1,379.05,241.53,Completed
O-0406,2026-04-26,C-047,P-31,4,5396.4,3357.84,Completed
O-0407,2026-04-24,C-078,P-33,2,2698.2,1533.58,Completed
O-0408,2026-06-07,C-077,P-51,3,1137.15,765.7,Completed
O-0409,2026-05-30,C-077,P-53,3,1077.3,459.87,Completed
O-0410,2026-05-28,C-090,P-33,2,2548.3,1669.0,Returned
O-0411,2026-06-04,C-092,P-13,2,798,390.17,Completed
O-0412,2026-06-28,C-030,P-41,2,1258.2,694.23,Canceled
O-0413,2026-04-19,C-093,P-52,3,4272.15,2033.57,Canceled
O-0414,2026-06-29,C-038,P-42,1,339.15,236.64,Returned
O-0415,2026-04-06,C-042,P-13,2,678.3,438.75,Canceled
O-0416,2026-04-02,C-081,P-23,3,1137.15,748.42,Completed
O-0417,2026-06-17,C-080,P-21,4,5996,3044.98,Completed
O-0418,2026-05-30,C-040,P-42,2,758.1,436.76,Completed
O-0419,2026-04-10,C-085,P-52,3,3822.45,2496.69,Completed
O-0420,2026-04-25,C-012,P-13,1,399,196.21,Completed
O-0421,2026-05-09,C-087,P-52,4,5096.6,3004.26,Completed
O-0422,2026-04-25,C-059,P-51,1,339.15,174.67,Completed
O-0423,2026-06-26,C-041,P-23,3,1017.45,525.06,Completed
O-0424,2026-04-06,C-036,P-31,2,2998,1644.84,Completed
O-0425,2026-04-05,C-028,P-32,1,1349.1,921.77,Completed
O-0426,2026-04-30,C-081,P-21,4,5996,4046.55,Canceled
O-0427,2026-06-05,C-038,P-21,3,3822.45,1829.34,Completed
O-0428,2026-05-02,C-063,P-22,2,798,489.73,Completed
O-0429,2026-05-05,C-093,P-12,2,1188.3,727.18,Completed
O-0430,2026-06-21,C-009,P-33,4,5696.2,3213.54,Completed
O-0431,2026-06-20,C-002,P-53,1,399,236.69,Completed
O-0432,2026-04-17,C-092,P-42,1,399,177.72,Completed
O-0433,2026-06-15,C-033,P-22,4,1516.2,809.44,Completed
O-0434,2026-04-07,C-013,P-32,1,1349.1,723.7,Canceled
O-0435,2026-04-04,C-021,P-21,3,4047.3,2092.68,Completed
O-0436,2026-06-07,C-089,P-13,4,1356.6,702.02,Completed
O-0437,2026-06-03,C-063,P-21,2,2698.2,1923.98,Completed
O-0438,2026-06-25,C-041,P-31,2,2848.1,1598.69,Canceled
O-0439,2026-06-04,C-072,P-52,3,4047.3,2786.16,Completed
O-0440,2026-05-16,C-089,P-13,2,758.1,452.35,Completed
O-0441,2026-06-18,C-057,P-31,1,1274.15,570.56,Returned
O-0442,2026-04-13,C-098,P-51,2,798,345.79,Completed
O-0443,2026-06-09,C-079,P-51,4,1596,1099.16,Completed
O-0444,2026-06-25,C-008,P-32,3,4047.3,2430.74,Canceled
O-0445,2026-06-28,C-010,P-42,2,758.1,404.07,Completed
O-0446,2026-04-19,C-054,P-21,2,2698.2,1467.52,Completed
O-0447,2026-04-24,C-080,P-41,3,1782.45,870.56,Completed
O-0448,2026-04-22,C-017,P-52,2,2548.3,1627.23,Completed
O-0449,2026-04-24,C-043,P-13,3,1077.3,605.72,Canceled
O-0450,2026-04-08,C-055,P-51,3,1137.15,761.1,Completed
O-0451,2026-06-23,C-007,P-53,4,1596,706.31,Completed
O-0452,2026-05-05,C-042,P-42,1,399,221.45,Completed
O-0453,2026-04-07,C-074,P-41,4,2376.6,1527.42,Completed
O-0454,2026-05-05,C-089,P-13,4,1436.4,1019.05,Canceled
O-0455,2026-05-08,C-026,P-33,3,4047.3,1777.01,Completed
O-0456,2026-05-10,C-074,P-51,2,678.3,376.32,Canceled
O-0457,2026-05-09,C-077,P-43,4,2796,1721.19,Completed
O-0458,2026-06-22,C-053,P-52,3,3822.45,1884.67,Completed
O-0459,2026-04-14,C-097,P-22,4,1356.6,886.83,Completed
O-0460,2026-06-02,C-083,P-52,1,1499,826.71,Completed
O-0461,2026-06-19,C-017,P-53,4,1596,1002.8,Completed
O-0462,2026-06-18,C-006,P-43,4,2516.4,1588.85,Completed
O-0463,2026-04-06,C-062,P-12,4,2656.2,1884.66,Canceled
O-0464,2026-04-02,C-089,P-13,3,1137.15,593.19,Completed
O-0465,2026-04-09,C-019,P-32,1,1274.15,551.78,Completed
O-0466,2026-04-20,C-005,P-42,2,758.1,393.22,Canceled
O-0467,2026-04-30,C-062,P-51,4,1516.2,1090.05,Completed
O-0468,2026-05-10,C-006,P-12,3,1782.45,954.5,Completed
O-0469,2026-06-20,C-042,P-22,1,379.05,261.58,Completed
O-0470,2026-05-06,C-031,P-23,2,798,521.03,Completed
O-0471,2026-06-01,C-001,P-52,1,1499,916.91,Completed
O-0472,2026-06-09,C-022,P-12,3,1992.15,860.59,Completed
O-0473,2026-04-07,C-050,P-52,4,5696.2,3211.96,Completed
O-0474,2026-04-13,C-025,P-31,1,1424.05,734.61,Completed
O-0475,2026-05-28,C-026,P-21,1,1349.1,579.58,Completed
O-0476,2026-04-10,C-097,P-12,4,2796,1176.47,Completed
O-0477,2026-06-10,C-068,P-52,3,4272.15,2090.05,Completed
O-0478,2026-04-19,C-082,P-23,1,359.1,177.68,Completed
O-0479,2026-04-11,C-075,P-31,3,4047.3,2617.05,Completed
O-0480,2026-06-12,C-093,P-32,2,2698.2,1924.21,Completed
O-0481,2026-06-17,C-071,P-31,3,4272.15,2305.15,Returned
O-0482,2026-05-31,C-044,P-21,2,2698.2,1265.91,Completed
O-0483,2026-05-13,C-071,P-23,3,1077.3,728.5,Completed
O-0484,2026-05-18,C-037,P-52,4,5096.6,3222.0,Completed
O-0485,2026-06-11,C-089,P-21,4,5996,2933.61,Returned
O-0486,2026-04-26,C-049,P-21,2,2548.3,1555.94,Completed
O-0487,2026-04-30,C-075,P-42,4,1436.4,912.48,Completed
O-0488,2026-06-04,C-039,P-33,1,1274.15,645.58,Completed
O-0489,2026-05-27,C-025,P-33,2,2998,1712.75,Canceled
O-0490,2026-06-07,C-010,P-53,3,1197,810.52,Canceled
O-0491,2026-04-12,C-061,P-11,4,3796.2,1672.66,Completed
O-0492,2026-04-01,C-035,P-13,3,1017.45,716.2,Completed
O-0493,2026-06-01,C-033,P-22,1,379.05,198.39,Completed
O-0494,2026-04-25,C-089,P-12,4,2796,1242.42,Completed
O-0495,2026-05-01,C-067,P-33,2,2548.3,1376.05,Completed
O-0496,2026-06-05,C-074,P-53,4,1356.6,868.91,Completed
O-0497,2026-06-13,C-090,P-23,4,1516.2,1040.5,Completed
O-0498,2026-05-06,C-037,P-52,3,4497,2169.07,Completed
O-0499,2026-04-06,C-088,P-53,2,678.3,334.65,Completed
O-0500,2026-05-29,C-047,P-42,1,339.15,153.64,Completed
